,city,country,pop2023,latitude,longitude,airport_available,POP PER,GDP per city in crores
200,SHRIRAMPUR,India,226317,22.7528,88.3422,FALSE,0.000159696,434.4372152
201,RAICHUR,India,225962,16.2055,77.3557,FALSE,0.000159446,433.7557587
202,QUTHBULLAPUR,India,225816,17.5011,78.4582,FALSE,0.000159343,433.4754976
203,KARNAL,India,225049,29.692,76.9845,FALSE,0.000158801,432.0031675
204,NAGERCOIL,India,224849,8.17899,77.4323,FALSE,0.00015866,431.6192483
205,ARRAH,India,223676,25.5563,84.6634,FALSE,0.000157833,429.3675621
206,IMPHAL,India,223523,24.8081,93.9442,TRUE,0.000157725,429.0738639
207,GOSABA,India,222764,22.1655,88.8007,FALSE,0.000157189,427.6168905
208,KANCHIPURAM,India,221715,12.8351,79.7001,FALSE,0.000156449,425.6032343
209,MIRZAPUR,India,220029,25.1449,82.5653,FALSE,0.000155259,422.3667954
210,KHARAGPUR,India,219665,22.3397,87.325,FALSE,0.000155002,421.6680624
211,AMARNATH,India,217780,19.2,73.1667,FALSE,0.000153672,418.0496239
212,PALI,India,210103,25.7728,73.3233,FALSE,0.000148255,403.3128852
213,YAMUNANAGAR,India,208931,30.128,77.2837,FALSE,0.000147428,401.0631186
214,REWA,India,208461,24.5326,81.2923,FALSE,0.000147096,400.1609085
215,SECUNDERABAD,India,204182,17.5043,78.5426,FALSE,0.000144077,391.9469571
216,BIDAR,India,204071,17.908,77.5152,FALSE,0.000143999,391.7338819
217,AGARTALA,India,203264,23.8361,91.2794,FALSE,0.000143429,390.1847679
218,MONGHYR,India,203163,25.3746,86.4745,FALSE,0.000143358,389.9908887
219,DEOGHAR,India,203123,24.4898,86.699,FALSE,0.00014333,389.9141049
220,BURHANPUR,India,202695,21.3087,76.2303,FALSE,0.000143028,389.0925178
221,NADIAD,India,202067,22.6938,72.8616,FALSE,0.000142585,387.8870115
222,CHAPRA,India,201597,25.7803,84.7471,FALSE,0.000142253,386.9848013
223,GYANPUR,India,200000,25.3327,82.4664,FALSE,0.000141126,383.9192065
224,PANCHKULA,India,200000,30.6946,76.8504,FALSE,0.000141126,383.9192065
225,SIKAR,India,199932,27.6121,75.14,FALSE,0.000141078,383.7886739
226,BULANDSHAHR,India,198612,28.4039,77.8577,FALSE,0.000140147,381.2548072
227,PURNIA,India,198453,25.7789,87.4742,FALSE,0.000140034,380.9495914
228,HOSPET,India,197846,15.2695,76.3871,FALSE,0.000139606,379.7843966
229,GURGAON,India,197340,28.4601,77.0264,FALSE,0.000139249,378.813081
230,SAMBHAL,India,196109,28.585,78.5696,FALSE,0.00013838,376.4500583
231,GANDHINAGAR,India,195985,23.2167,72.6833,FALSE,0.000138293,376.2120284
232,MURWARA,India,195856,23.8378,80.3941,FALSE,0.000138202,375.9644005
233,KUMARAPALAYAM,India,195071,11.445,77.711,FALSE,0.000137648,374.4575176
234,NANGLOI JAT,India,194363,28.6796,77.068,FALSE,0.000137148,373.0984436
235,MACHILIPATNAM,India,192827,16.1875,81.1389,FALSE,0.000136065,370.1499441
236,KATIHAR,India,192555,25.5385,87.5704,FALSE,0.000135873,369.627814
237,BHIWANI,India,190855,28.793,76.1397,FALSE,0.000134673,366.3645007
238,RAEBARELI,India,186433,26.2309,81.2331,FALSE,0.000131553,357.8760471
239,HARIDWAR,India,186079,29.9479,78.1602,FALSE,0.000131303,357.1965101
240,SINGRAULI,India,185580,24.1997,82.6753,FALSE,0.000130951,356.2386317
241,PHUSRO,India,185555,23.7564,86.0051,FALSE,0.000130933,356.1906418
242,JUNAGADH,India,184447,21.5197,70.4598,FALSE,0.000130151,354.0637294
243,SUJANGARH,India,183808,27.7,74.4667,FALSE,0.0001297,352.8371075
244,ELLORE,India,183387,16.7131,81.1044,FALSE,0.000129403,352.0289576
245,BHUSAVAL,India,183001,21.0436,75.7851,FALSE,0.000129131,351.2879935
246,KHANDWA,India,182841,21.8243,76.3509,FALSE,0.000129018,350.9808581
247,BAHRAIGH,India,182218,27.5743,81.5947,FALSE,0.000128578,349.7849498
248,KARAIKKUDI,India,181851,10.0661,78.7678,FALSE,0.00012832,349.0804581
249,SIRSA,India,181639,29.5349,75.029,FALSE,0.00012817,348.6735037
250,CHANDANNAGAR,India,180623,22.8622,88.368,FALSE,0.000127453,346.7231941
251,BAHARAMPUR,India,180547,24.1047,88.2515,FALSE,0.000127399,346.5773048
252,SURENDRANAGAR,India,179628,22.7271,71.6486,FALSE,0.000126751,344.8131961
253,VIZIANAGARAM,India,179358,18.1169,83.4115,FALSE,0.00012656,344.2949052
254,NEYVELI,India,179150,11.6088,79.4994,FALSE,0.000126414,343.8956292
255,PRODDATUR,India,177797,14.7502,78.5481,FALSE,0.000125459,341.2984158
256,HUGLI,India,177005,22.9088,88.3967,FALSE,0.0001249,339.7780957
257,AMROHA,India,176253,28.9031,78.4698,FALSE,0.000124369,338.3345595
258,TAMBARAM,India,174787,12.9246,80.1271,FALSE,0.000123335,335.5204317
259,PATHANKOT,India,174306,32.2748,75.6529,TRUE,0.000122996,334.597106
260,BHIND,India,174035,26.5667,78.7873,FALSE,0.000122804,334.0768955
261,CUDDALORE,India,173636,11.7562,79.7669,FALSE,0.000122523,333.3109767
262,SHIMLA,India,173503,31.1044,77.1666,FALSE,0.000122429,333.0556704
263,ONGOLE,India,172872,15.5036,80.0445,FALSE,0.000121984,331.8444053
264,GADAG-BETAGERI,India,172813,15.4167,75.6167,FALSE,0.000121942,331.7311491
265,NAVSARI,India,171109,20.9424,72.9247,FALSE,0.00012074,328.4601575
266,PURI,India,170841,19.7983,85.8249,FALSE,0.000120551,327.9457058
267,HALDIA,India,170695,22.0605,88.1097,FALSE,0.000120448,327.6654447
268,KHAMMAM,India,170503,17.2477,80.1437,FALSE,0.000120312,327.2968823
269,RAIGANJ,India,170252,25.6128,88.1245,FALSE,0.000120135,326.8150637
270,INGRAJ BAZAR,India,170039,25.0045,88.1457,FALSE,0.000119985,326.4061897
271,JAUNPUR,India,169572,25.7536,82.6869,FALSE,0.000119655,325.5097384
272,KUMBAKONAM,India,167155,10.9621,79.3912,FALSE,0.00011795,320.8700748
273,FATEHPUR,India,166480,25.9277,80.8127,FALSE,0.000117473,319.5743475
274,GANDHIDHAM,India,166388,23.0833,70.1333,FALSE,0.000117408,319.3977446
275,NANDYAL,India,165337,15.478,78.4836,FALSE,0.000116667,317.3802492
276,UDUPI,India,165000,13.3347,74.7462,FALSE,0.000116429,316.7333453
277,LONI,India,164810,28.7514,77.2902,FALSE,0.000116295,316.3686221
278,SITAPUR,India,164435,27.5619,80.6826,FALSE,0.00011603,315.6487736
279,SHIVPURI,India,164215,25.4238,77.6622,FALSE,0.000115875,315.2264624
280,BHADRAVATI,India,163903,13.8485,75.705,FALSE,0.000115655,314.6275485
281,ADONI,India,163631,15.6279,77.2749,FALSE,0.000115463,314.1054184
282,VERAVAL,India,163326,20.9077,70.3679,FALSE,0.000115248,313.5199416
283,SAMBALPUR,India,162887,21.4653,83.9757,FALSE,0.000114938,312.6772389
284,GADAG,India,162569,15.4298,75.6297,FALSE,0.000114714,312.0668074
