,CITY 1,CITY 2,lat1,lon1,lat2,lon2,distance
298,DELHI,DHARAMSALA,28.652,77.2315,32.219,76.3234,406.0688137
299,DELHI,DIBRUGARH,28.652,77.2315,27.4799,94.9084,1737.746741
300,DELHI,DIMAPUR,28.652,77.2315,25.9117,93.7217,1656.456153
301,DELHI,DURGAPUR,28.652,77.2315,23.5158,87.308,1156.383145
302,DELHI,GAYA,28.652,77.2315,24.7969,85.0039,882.6400475
303,DELHI,GORAKHPUR,28.652,77.2315,29.4477,75.6721,175.5131083
304,DELHI,GUWAHATI,28.652,77.2315,26.1844,91.7458,1457.664585
305,DELHI,GWALIOR,28.652,77.2315,26.2298,78.1734,284.9201489
306,DELHI,HYDERABAD,28.652,77.2315,17.3841,78.4564,1259.15779
307,DELHI,IMPHAL,28.652,77.2315,24.8081,93.9442,1712.232686
308,DELHI,INDORE,28.652,77.2315,22.7179,75.8333,674.5311591
309,DELHI,JABALPUR,28.652,77.2315,23.167,79.9501,667.6965955
310,DELHI,JAIPUR,28.652,77.2315,26.9196,75.7878,239.3222752
311,DELHI,JAISALMER,28.652,77.2315,26.9157,70.9083,651.2137643
312,DELHI,JAMMU,28.652,77.2315,32.7357,74.8691,507.1223209
313,DELHI,JHARSUGUDA,28.652,77.2315,21.9161,84.0463,1014.624066
314,DELHI,JODHPUR,28.652,77.2315,26.2684,73.0059,493.9774796
315,DELHI,JORHAT,28.652,77.2315,26.7346,94.1846,1681.263687
316,DELHI,KANDLA,28.652,77.2315,23.1097,70.1042,942.024185
317,DELHI,KANNUR,28.652,77.2315,11.9171,75.5461,1869.037209
318,DELHI,KANPUR,28.652,77.2315,26.4652,80.3497,391.903822
319,DELHI,KOCHI,28.652,77.2315,9.9312,76.2673,2084.086156
320,DELHI,KOLKATA,28.652,77.2315,22.5626,88.363,1304.469483
321,DELHI,KOZHIKODE,28.652,77.2315,11.248,75.7804,1941.107161
322,DELHI,KULLU,28.652,77.2315,31.9578,77.1094,367.774926
323,DELHI,LEH,28.652,77.2315,34.1425,77.5554,611.2880155
324,DELHI,LUCKNOW,28.652,77.2315,26.8393,80.9231,415.4246888
325,DELHI,MADURAI,28.652,77.2315,9.919,78.1195,2085.073074
326,DELHI,MUMBAI,28.652,77.2315,19.0728,72.8826,1152.99562
